internal_id,food_name,food_name_original,food_name_es,food_name_en,food_name_normalized,sci_name,langual_codes,source,source_id,country,language,food_type,category,subcategory,state,preparation,edible_portion,reference_basis,kcal_100g,kj_100g,energy_calculated,protein_g_100g,carbohydrates_g_100g,sugars_g_100g,starch_g_100g,fat_g_100g,saturated_fat_g_100g,monounsaturated_fat_g_100g,polyunsaturated_fat_g_100g,trans_fat_g_100g,omega3_g_100g,omega6_g_100g,fiber_g_100g,sodium_mg_100g,salt_g_100g,salt_calculated,cholesterol_mg_100g,water_g_100g,alcohol_g_100g,calcium_mg_100g,iron_mg_100g,magnesium_mg_100g,phosphorus_mg_100g,potassium_mg_100g,zinc_mg_100g,copper_mg_100g,iodine_ug_100g,selenium_ug_100g,vitamin_a_ug_100g,vitamin_c_mg_100g,vitamin_d_ug_100g,vitamin_e_mg_100g,vitamin_b6_mg_100g,vitamin_b12_ug_100g,folate_ug_100g,thiamine_mg_100g,riboflavin_mg_100g,niacin_mg_100g,pantothenic_acid_mg_100g,biotin_ug_100g,added_sugars_g_100g,lactose_g_100g,polyols_g_100g,choline_mg_100g,caffeine_mg_100g,manganese_mg_100g,fluoride_mg_100g,arachidic_acid_g_100g,lauric_acid_g_100g,myristic_acid_g_100g,palmitic_acid_g_100g,stearic_acid_g_100g,oleic_acid_g_100g,linoleic_acid_g_100g,alpha_linolenic_acid_g_100g,arachidonic_acid_g_100g,epa_g_100g,dha_g_100g,brand,barcode,package_size_g,package_price,price_per_kg,price_per_100g,cost_per_20g_protein,cost_per_30g_protein,protein_per_euro,search_name,search_tokens,aliases,data_quality_score,preferred_record,duplicate_group_id,validation_status,validation_notes,notes,created_at,updated_at
BEDCA-692,Queso ahumado de aliva,Queso ahumado de aliva,Queso ahumado de aliva,"Cheese, ""ahumado de aliva"" type",queso ahumado de aliva,,A0313 A0452 A0626 A0720 A0724 A0776 B2247 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0106 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112,BEDCA,692,ES,es,generic,,,,,1.0,100g,406.12,1699.2,False,25.67,,,,34.13,,,,,,,0.0,3002.43,7.5061,True,100.0,35.04,0.0,7820.18,3.27,329.34,5101.87,1219.04,30.52,820.0,,,239.08,0.0,0.25,0.6,0.09,1.55,16.0,0.04,0.3,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso ahumado de aliva,queso quesos ahumado ahumados de des aliva alivas cheese cheeses type types,"Cheese, ""ahumado de aliva"" type",82,True,GRP-03189,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-693,Queso cantabria,Queso cantabria,Queso cantabria,"Cheese, ""cantabria"" type",queso cantabria,,A0313 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0018 G0003 H0107 H0288 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,693,ES,es,generic,,,,,1.0,100g,354.46,1483.04,False,21.53,,,,30.19,,,,,,,0.0,5551.33,13.8783,True,100.0,42.84,0.0,7803.58,3.42,289.23,4929.73,978.05,30.59,570.0,,,239.08,0.0,0.25,0.6,0.09,1.55,16.0,0.04,0.3,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso cantabria,queso quesos cantabria cantabrias cheese cheeses type types,"Cheese, ""cantabria"" type",82,True,GRP-03198,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-694,Queso casín,Queso casín,Queso casín,"Cheese, ""casin"" type",queso casin,,A0311 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0018 G0003 H0107 H0293 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,694,ES,es,generic,,,,,1.0,100g,366.15,1531.99,False,23.06,,,,30.81,,,,,,,0.0,7589.61,18.974,True,100.0,40.35,0.0,6915.54,9.86,290.83,4995.91,1759.12,33.93,650.0,,,239.08,0.0,0.25,0.6,0.09,1.55,16.0,0.04,0.3,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso casín,queso quesos casin casins cheese cheeses type types,"Cheese, ""casin"" type",82,True,GRP-03199,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-695,"Queso de murcia, al vino","Queso de murcia, al vino","Queso de murcia, al vino","Cheese, ""murcia with wine"" type",queso de murcia al vino,,A0313 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0289 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,695,ES,es,generic,,,,,1.0,100g,437.97,1832.45,False,23.17,,,,38.88,,,,,,,0.0,5373.88,13.4347,True,100.0,32.63,0.0,8139.35,3.47,385.5,5277.04,1063.69,26.53,1230.0,,,437.0,0.0,0.5,0.31,0.08,0.2,53.0,0.14,1.19,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Queso de murcia, al vino",queso quesos de des murcia murcias al als vino vinos cheese cheeses with withs wine wines type types,"Cheese, ""murcia with wine"" type",82,True,GRP-03220,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-696,Queso de cádiz,Queso de cádiz,Queso de cádiz,"Cheese, ""cádiz"" type",queso de cadiz,,A0185 A0452 A0626 A0720 A0724 A0776 A0786 B1328 C0245 E0146 F0003 G0003 H0107 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,696,ES,es,generic,,,,,1.0,100g,306.49,1282.37,False,16.93,,,,26.88,,,,,,,0.0,3644.62,9.1115,True,100.0,52.8,0.0,6234.56,2.44,292.84,3964.95,984.17,25.01,750.0,,,437.0,0.0,0.5,0.31,0.08,0.2,53.0,0.14,1.19,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso de cádiz,queso quesos de des cadiz cadizs cheese cheeses type types,"Cheese, ""cádiz"" type",82,True,GRP-03212,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-697,Queso Tetilla,Queso Tetilla,Queso Tetilla,"Cheese, ""tetilla"" type",queso tetilla,,A0313 A0452 A0626 A0720 A0724 A0776 A0785 B1201 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0103 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,697,ES,es,generic,,,,,1.0,100g,372.51,1558.57,False,21.62,,,0.0,32.19,21.45,10.06,1.07,1.77,,0.459,0.0,5399.95,13.4999,True,90.0,41.46,0.0,8090.14,2.82,314.68,5127.16,1020.3,32.98,810.0,2.0,1.6,388.333,,0.25,0.62,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,0.849,2.998,7.971,3.434,5.677,0.439,0.16,0.02,0.009,,,,,,,,,,,Queso Tetilla,queso quesos tetilla tetillas cheese cheeses type types,"Cheese, ""tetilla"" type",87,True,GRP-03277,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-698,Queso gaztazarra,Queso gaztazarra,Queso gaztazarra,"Cheese, ""gaztazarra"" type",queso gaztazarra,,A0314 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0119 F0003 G0003 H0107 H0291 H0298 H0332 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,698,ES,es,generic,,,,,1.0,100g,326.96,1367.98,False,18.44,,,,28.5,,,,,,,0.0,6479.92,16.1998,True,90.0,46.44,0.0,6085.13,2.94,312.09,4366.45,1505.39,21.82,570.0,,,374.0,0.0,0.25,0.62,0.1,1.5,20.65,0.04,0.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso gaztazarra,queso quesos gaztazarra gaztazarras cheese cheeses type types,"Cheese, ""gaztazarra"" type",82,True,GRP-03238,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-699,Queso herreño,Queso herreño,Queso herreño,"Cheese, ""herreño"" type",queso herreno,,A0313 A0452 A0626 A0720 A0724 A0776 B1161 C0245 E0146 F0018 G0003 H0107 H0172 H0289 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,699,ES,es,generic,,,,,1.0,100g,365.35,1528.61,False,24.08,,,,30.25,,,,,,,0.0,8926.86,22.3172,True,100.0,39.23,0.0,6508.51,3.43,352.61,4696.87,1146.69,24.91,1050.0,,,437.0,0.0,0.5,0.31,0.08,0.2,53.0,0.14,1.19,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso herreño,queso quesos herreno herrenos cheese cheeses type types,"Cheese, ""herreño"" type",82,True,GRP-03242,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-700,Queso cebreiro,Queso cebreiro,Queso cebreiro,"Cheese, ""cebreiro"" type",queso cebreiro,,A0313 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0290 H0298 J0103 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112,BEDCA,700,ES,es,generic,,,,,1.0,100g,257.14,1075.87,False,14.86,,,,22.25,,,,1.77,,0.459,0.0,4222.83,10.5571,True,85.0,59.36,0.0,971.3,1.05,102.29,2026.32,1134.68,4.73,480.0,2.0,1.6,239.08,1.0,0.25,0.6,0.08,0.8,15.0,0.03,0.2,4.7,,,,,,,,,,,0.849,2.998,7.971,3.434,5.677,0.439,0.16,0.02,0.009,,,,,,,,,,,Queso cebreiro,queso quesos cebreiro cebreiros cheese cheeses type types,"Cheese, ""cebreiro"" type",82,True,GRP-03201,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-701,Queso pedroches,Queso pedroches,Queso pedroches,"Cheese, ""pedroches"" type",queso pedroches,,A0312 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0146 F0003 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,701,ES,es,generic,,,,,1.0,100g,337.26,1411.08,False,24.24,,,,27.0,,,,,,,0.0,5962.56,14.9064,True,90.0,42.28,0.0,9339.39,14.48,554.78,6128.75,1295.9,26.28,740.0,,,374.0,0.0,0.25,0.62,0.1,1.5,20.65,0.04,0.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso pedroches,queso quesos pedroches pedroch cheese cheeses type types,"Cheese, ""pedroches"" type",82,True,GRP-03260,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-702,Queso tupí,Queso tupí,Queso tupí,"Cheese, ""tupí"" type",queso tupi,,A0185 A0452 A0626 A0720 A0724 A0776 A0786 B1183 C0245 E0146 F0003 G0003 H0107 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,702,ES,es,generic,,,,,1.0,100g,606.92,2539.37,False,19.2,,,,59.81,,,,,,,0.0,4210.3,10.5258,True,90.0,19.16,0.0,6716.06,1.95,267.96,4213.64,1173.17,26.78,4290.0,,,374.0,0.0,0.25,0.62,0.1,1.5,20.65,0.04,0.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso tupí,queso quesos tupi tupis cheese cheeses type types,"Cheese, ""tupí"" type",82,True,GRP-03281,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-703,Queso flor de guía,Queso flor de guía,Queso flor de guía,"Cheese, ""flor de guía"" type",queso flor de guia,,A0312 A0452 A0626 A0720 A0724 A0776 B2244 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,703,ES,es,generic,,,,,1.0,100g,385.23,1611.79,False,27.21,,,,31.06,,,,,,,0.0,6132.48,15.3312,True,90.0,35.35,0.0,8019.42,3.35,448.88,6009.33,1182.36,38.39,880.0,,,388.0,,0.25,0.6,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso flor de guía,queso quesos flor flors de des guia guias cheese cheeses type types,"Cheese, ""flor de guía"" type",82,True,GRP-03227,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-704,Queso gata-hurdes,Queso gata-hurdes,Queso gata-hurdes,"Cheese, ""gata-hurdes"" type",queso gata hurdes,,A0313 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0153 K0021 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,704,ES,es,generic,,,,,1.0,100g,383.37,1604.03,False,21.16,,,,33.63,,,,,,,0.0,6389.6,15.974,True,100.0,41.55,0.0,4547.53,3.07,251.26,3183.42,1052.84,18.09,1060.0,,,437.0,0.0,0.5,0.31,0.08,0.2,53.0,0.14,1.19,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso gata-hurdes,queso quesos gata gatas hurdes hurd cheese cheeses type types,"Cheese, ""gata-hurdes"" type",82,True,GRP-03237,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-705,Queso de aracena,Queso de aracena,Queso de aracena,"Cheese, ""aracena"" type",queso de aracena,,A0313 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0290 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,705,ES,es,generic,,,,,1.0,100g,388.43,1625.18,False,21.86,,,,33.88,,,,,,,0.0,6454.38,16.136,True,100.0,40.32,0.0,5985.51,3.86,310.09,4270.65,1033.98,23.97,1590.0,,,437.0,0.0,0.5,0.31,0.08,0.2,53.0,0.14,1.19,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso de aracena,queso quesos de des aracena aracenas cheese cheeses type types,"Cheese, ""aracena"" type",82,True,GRP-03207,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-706,Queso de tenerife,Queso de tenerife,Queso de tenerife,"Cheese, ""tenerife"" type",queso de tenerife,,A0185 A0452 A0626 A0720 A0724 A0776 A0786 B2101 C0245 E0146 F0003 G0003 H0107 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,706,ES,es,generic,,,,,1.0,100g,340.97,1426.63,False,19.3,,,,29.69,,,,,,,0.0,3245.91,8.1148,True,100.0,47.26,0.0,6533.42,2.39,434.44,4543.65,1001.47,22.57,1450.0,,,437.0,0.0,0.5,0.31,0.08,0.2,53.0,0.14,1.19,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso de tenerife,queso quesos de des tenerife tenerifes cheese cheeses type types,"Cheese, ""tenerife"" type",82,True,GRP-03221,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-707,Queso de tiétar,Queso de tiétar,Queso de tiétar,"Cheese, ""tiétar"" type",queso de tietar,,A0312 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,707,ES,es,generic,,,,,1.0,100g,396.79,1660.16,False,21.48,,,,35.0,,,,,,,0.0,5248.43,13.1211,True,100.0,38.01,0.0,8426.2,3.27,427.22,5214.58,1215.06,27.28,1120.0,,,437.0,0.0,0.5,0.31,0.08,0.2,53.0,0.14,1.19,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso de tiétar,queso quesos de des tietar tietars cheese cheeses type types,"Cheese, ""tiétar"" type",82,True,GRP-03222,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-708,Queso pasiego,Queso pasiego,Queso pasiego,"Cheese, ""pasiego"" type",queso pasiego,,A0314 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0003 G0003 H0107 H0288 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,708,ES,es,generic,,,,,1.0,100g,294.48,1232.09,False,14.93,,,,26.44,,,,,,,0.0,4974.07,12.4352,True,100.0,56.74,0.0,4856.48,2.41,192.95,3058.45,1283.29,22.0,440.0,,,239.08,0.0,0.25,0.6,0.09,1.55,16.0,0.04,0.3,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso pasiego,queso quesos pasiego pasiegos cheese cheeses type types,"Cheese, ""pasiego"" type",82,True,GRP-03259,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-709,Queso peñamellera,Queso peñamellera,Queso peñamellera,"Cheese, ""peñamellera"" type",queso penamellera,,A0313 A0452 A0626 A0720 A0724 A0776 B2247 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112,BEDCA,709,ES,es,generic,,,,,1.0,100g,363.16,1519.48,False,23.26,,,,30.38,,,,,,,0.0,8309.04,20.7726,True,,40.76,0.0,8708.46,2.91,316.9,5362.51,1223.12,32.31,560.0,,,388.0,,0.25,0.6,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso peñamellera,queso quesos penamellera penamelleras cheese cheeses type types,"Cheese, ""peñamellera"" type",82,True,GRP-03261,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-710,Queso servilleta,Queso servilleta,Queso servilleta,"Cheese, ""servilleta"" type",queso servilleta,,A0185 A0452 A0626 A0720 A0724 A0776 A0786 B2101 C0245 E0146 F0003 G0003 H0107 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,710,ES,es,generic,,,,,1.0,100g,322.74,1350.36,False,22.17,,,,26.31,,,,,,,0.0,6361.63,15.9041,True,90.0,46.05,0.0,7620.94,4.04,330.14,4653.51,1122.85,30.2,890.0,,,374.0,0.0,0.25,0.62,0.1,1.5,20.65,0.04,0.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso servilleta,queso quesos servilleta servilletas cheese cheeses type types,"Cheese, ""servilleta"" type",82,True,GRP-03276,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-711,Queso grazalema,Queso grazalema,Queso grazalema,"Cheese, ""grazalema"" type",queso grazalema,,A0312 A0452 A0626 A0720 A0724 A0776 B2101 C0245 E0146 F0003 G0003 H0107 H0290 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,711,ES,es,generic,,,,,1.0,100g,374.67,1567.6,False,21.89,,,,32.31,,,,,,,0.0,4523.67,11.3092,True,90.0,40.19,0.0,7853.39,3.11,522.75,5012.86,989.84,23.32,1090.0,,,374.0,0.0,0.25,0.62,0.1,1.5,20.65,0.04,0.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso grazalema,queso quesos grazalema grazalemas cheese cheeses type types,"Cheese, ""grazalema"" type",82,True,GRP-03240,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-712,Queso porrúa,Queso porrúa,Queso porrúa,"Cheese, ""porrúa"" type",queso porrua,,A0313 A0452 A0626 A0720 A0724 A0776 B2245 C0245 E0146 F0003 G0003 H0107 H0290 H0298 J0131 K0003 M0001 N0001 P0024 R0212 Z0112,BEDCA,712,ES,es,generic,,,,,1.0,100g,379.64,1588.43,False,23.79,,,,32.0,,,,,,,0.0,4383.53,10.9588,True,90.0,39.41,0.0,8476.01,3.29,331.14,5783.76,1462.18,33.97,520.0,,,388.0,,0.25,0.6,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso porrúa,queso quesos porrua porruas cheese cheeses type types,"Cheese, ""porrúa"" type",82,True,GRP-03263,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-713,Queso picón,Queso picón,Queso picón,"Cheese, ""picón"" type",queso picon,,A0185 A0452 A0626 A0720 A0724 A0776 A0786 B2247 C0245 E0146 F0003 G0003 H0107 H0288 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112,BEDCA,713,ES,es,generic,,,,,1.0,100g,384.1,1607.07,False,22.71,,,,33.0,,,,,,,0.0,13511.0,33.7775,True,90.0,39.31,0.0,4728.49,5.94,218.46,4853.88,1336.4,34.11,810.0,,,388.0,,0.25,0.6,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso picón,queso quesos picon picons cheese cheeses type types,"Cheese, ""picón"" type",82,True,GRP-03262,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-714,Queso serrat,Queso serrat,Queso serrat,"Cheese, ""serrat"" type",queso serrat,,A0311 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,714,ES,es,generic,,,,,1.0,100g,409.06,1711.52,False,23.13,,,,35.63,,,,,,,0.0,3982.94,9.9573,True,90.0,35.74,0.0,8293.37,1.71,306.47,5349.12,1205.97,32.73,560.0,,,374.0,0.0,0.25,0.62,0.1,1.5,20.65,0.04,0.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso serrat,queso quesos serrat serrats cheese cheeses type types,"Cheese, ""serrat"" type",82,True,GRP-03275,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-715,Queso Castellano,Queso Castellano,Queso Castellano,"Cheese, ""castellano"" type",queso castellano,,A0312 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0147,BEDCA,715,ES,es,generic,,,,,0.7,100g,457.32,1913.43,False,26.04,,,0.0,39.75,26.45,9.59,1.08,,,,0.0,7932.78,19.8319,True,100.0,27.68,0.0,8384.69,5.95,455.7,5856.26,1055.34,27.03,820.0,,,436.667,,0.25,0.6,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso Castellano,queso quesos castellano castellanos cheese cheeses type types,"Cheese, ""castellano"" type",87,True,GRP-03200,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-716,Queso de arzúa,Queso de arzúa,Queso de arzúa,"Cheese, ""arzúa"" type",queso de arzua,,A0313 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,716,ES,es,generic,Milk and dairy products,Cheese,,,1.0,100g,395.33,1654.07,False,22.21,2.0,,0.0,34.5,17.98,8.46,1.01,1.77,,0.459,0.0,4202.22,10.5056,True,90.0,39.43,0.0,7638.45,2.68,274.44,4776.55,924.6,33.47,610.0,2.0,1.6,340.0,,0.25,0.6,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,0.849,2.998,7.971,3.434,5.677,0.439,0.16,0.02,0.009,,,,,,,,,,,Queso de arzúa,queso quesos de des arzua arzuas cheese cheeses type types,"Cheese, ""arzúa"" type",93,True,GRP-03208,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-717,Queso Ibores,Queso Ibores,Queso Ibores,"Cheese, ""ibores"" type",queso ibores,,A0311 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,717,ES,es,generic,,,,,0.75,100g,400.72,1676.62,False,23.95,,,0.0,34.31,25.31,8.72,0.92,,,,0.0,7515.3,18.7883,True,90.0,35.48,0.0,8974.11,9.46,463.72,5808.35,1103.47,34.9,1390.0,,,388.333,,0.25,0.62,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso Ibores,queso quesos ibores ibor cheese cheeses type types,"Cheese, ""ibores"" type",87,True,GRP-03244,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-718,Queso Mahón,Queso Mahón,Queso Mahón,"Cheese, ""mahón"" type",queso mahon,,A0312 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0003 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,718,ES,es,generic,,,,,0.19,100g,404.58,1692.77,False,24.9,,,0.0,34.31,20.02,10.3,1.5,,,,0.0,8760.1,21.9002,True,90.0,35.29,0.0,7147.74,4.16,304.53,5034.58,1254.51,30.89,620.0,,,388.333,,0.25,0.62,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso Mahón,queso quesos mahon mahons cheese cheeses type types,"Cheese, ""mahón"" type",87,True,GRP-03246,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-719,Queso Zamorano,Queso Zamorano,Queso Zamorano,"Cheese, ""zamorano"" type",queso zamorano,,A0312 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0146 F0003 G0003 H0107 H0293 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,719,ES,es,generic,,,,,0.36,100g,481.9,2016.29,False,26.78,,,0.0,42.19,25.85,9.0,0.54,,,,0.0,8683.98,21.7099,True,90.0,24.8,0.0,9995.22,10.64,492.27,6403.55,1158.28,33.88,1320.0,,,388.333,,0.25,0.62,0.1,1.5,20.0,0.03,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso Zamorano,queso quesos zamorano zamoranos cheese cheeses type types,"Cheese, ""zamorano"" type",87,True,GRP-03286,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-720,Queso torta del casar,Queso torta del casar,Queso torta del casar,"Cheese, ""torta del casar"" type",queso torta del casar,,A0313 A0452 A0626 A0720 A0724 A0776 A0786 B1183 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112,BEDCA,720,ES,es,generic,,,,,0.65,100g,360.49,1508.31,False,18.25,,,0.0,32.38,21.8,7.53,1.5,,,,0.0,5381.88,13.4547,True,90.0,46.64,0.0,5255.92,5.28,331.35,3885.58,1122.19,19.71,820.0,2.0,1.6,340.0,,0.25,0.62,0.1,1.5,50.0,0.03,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queso torta del casar,queso quesos torta tortas del dels casar casars cheese cheeses type types,"Cheese, ""torta del casar"" type",87,True,GRP-03280,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
